"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"920","RT @CDCDirector: You can reduce your risk of getting the #flu through everyday good health habits. Please stay home if you are sick to help…",FALSE,0,NA,2018-02-05 16:08:22,FALSE,NA,"960545647072915456",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","ezedozitt21",124,TRUE,FALSE,NA,NA
"921","RT @HealthNewsFL: Pensacola nurse's #flu video goes viral -- \"Wash your stinking hands,\" she says in frustration. https://t.co/x5tQeu26z4 h…",FALSE,0,NA,2018-02-05 16:08:05,FALSE,NA,"960545572729098240",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","RyanMichaelBenk",4,TRUE,FALSE,NA,NA
"922","RT @CDCgov: Is it a cold or #flu? Both are respiratory illnesses, but are caused by different viruses that may require special diagnostic t…",FALSE,0,NA,2018-02-05 16:07:37,FALSE,NA,"960545454869053445",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","yourptm",1859,TRUE,FALSE,NA,NA
"923","#Flu Is real amigos https://t.co/jA1tnicd75",FALSE,42,NA,2018-02-05 16:07:19,FALSE,NA,"960545378864107523",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","Chivataldana",0,FALSE,FALSE,NA,NA
"924","Grad student Spencer Fox (@FoxandtheFlu) talks about tracking the #flu with @KXAN_News.
https://t.co/6rRhx8Bpyb
#Influenza",FALSE,16,NA,2018-02-05 16:06:12,FALSE,NA,"960545100144275456",NA,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","TexasScience",6,FALSE,FALSE,NA,NA
"925","RT @RyersonNIA: When it comes to #flu vaccinations, we aren't up to our own standards. Read our new policy paper for recommendations to bet…",FALSE,0,NA,2018-02-05 16:06:11,FALSE,NA,"960545093735284736",NA,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","ImmunizedotCa",8,TRUE,FALSE,NA,NA
"926","RT @CDCgov: Is it a cold or #flu? Both are respiratory illnesses, but are caused by different viruses that may require special diagnostic t…",FALSE,0,NA,2018-02-05 16:05:20,FALSE,NA,"960544883168591872",NA,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","Cenegenics",1859,TRUE,FALSE,NA,NA
"927","Do you need to breakup with your toothbrush this #flu season? @AUG_Experts explain https://t.co/vSOqrIJDTh",FALSE,1,NA,2018-02-05 16:04:22,FALSE,NA,"960544636489162753",NA,"<a href=\"http://jagwire.gru.edu/\" rel=\"nofollow\">Jagwire Tweets</a>","AUG_JAGWIRE",1,FALSE,FALSE,NA,NA
"928","@BackStoryRadio takes on the legacy, and the future, of #flu pandemics (https://t.co/gJQXDJHzX3)

Check out our art… https://t.co/qwGDjtUeBi",FALSE,4,"BackStoryRadio",2018-02-05 16:04:04,TRUE,NA,"960544560844804097","108358687","<a href=\"http://bufferapp.com\" rel=\"nofollow\">Buffer</a>","OriginsOSU",2,FALSE,FALSE,NA,NA
"929","#flu #influenza #vaccines #GetYourFluShot #CDC #FDA https://t.co/4VnQrkhUjo",FALSE,0,NA,2018-02-05 16:03:22,FALSE,NA,"960544386370228224",NA,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","DonnaYoungDC",1,FALSE,FALSE,NA,NA
"930","Heading to the pharmacy to find an over the counter medicine to provide   relief for your cold &amp; #flu symptoms?? Ch… https://t.co/DSxumkyeDh",FALSE,5,NA,2018-02-05 16:03:12,TRUE,NA,"960544344238325761",NA,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","MyRxProfileRB",3,FALSE,FALSE,NA,NA
"931","RT @MassDPH: DYK? #Flu season can last into early spring. Not too late to get a flu shot – search here: https://t.co/jbms6tYhcu https://t.c…",FALSE,0,NA,2018-02-05 16:02:59,FALSE,NA,"960544289972514818",NA,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","IpswichNurses",2,TRUE,FALSE,NA,NA
"932","RT @CDCDirector: You can reduce your risk of getting the #flu through everyday good health habits. Please stay home if you are sick to help…",FALSE,0,NA,2018-02-05 16:02:50,FALSE,NA,"960544251582001152",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","piedpenguin",124,TRUE,FALSE,NA,NA
"933","RT @laurenfturek: Looking back 100 years to the \"Forgotten #Flu: America &amp; the 1918 Pandemic\" on @BackStoryRadio #histmed: https://t.co/bQf…",FALSE,0,NA,2018-02-05 16:02:45,FALSE,NA,"960544229851324416",NA,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","BackStoryRadio",3,TRUE,FALSE,NA,NA
"934","RT @CDCDirector: We continue to recommend #flu vaccine. Even though most flu vaccines have low effectiveness against H3N2 viruses, effectiv…",FALSE,0,NA,2018-02-05 16:02:43,FALSE,NA,"960544223454998530",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","kzummi",138,TRUE,FALSE,NA,NA
"935","RT @APIC: The #flu is so bad that many local hospitals are asking most sick people to avoid the emergency room and limiting visitors to pre…",FALSE,0,NA,2018-02-05 16:02:35,FALSE,NA,"960544188801671170",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","jfgarciartroito",4,TRUE,FALSE,NA,NA
"936","RT @HealthNewsFL: Pensacola nurse's #flu video goes viral -- \"Wash your stinking hands,\" she says in frustration. https://t.co/x5tQeu26z4 h…",FALSE,0,NA,2018-02-05 16:02:25,FALSE,NA,"960544145977856000",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","DaylinaMiller",4,TRUE,FALSE,NA,NA
"937","RT @CatholicNewsSvc: When it gets you, you are down for the count. Here's what Catholic groups are doing about the #flu https://t.co/QN4Pgo…",FALSE,0,NA,2018-02-05 16:02:20,FALSE,NA,"960544125014585344",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","AskPastorP",4,TRUE,FALSE,NA,NA
"938","RT @APIC: The #flu is so bad that many local hospitals are asking most sick people to avoid the emergency room and limiting visitors to pre…",FALSE,0,NA,2018-02-05 16:01:49,FALSE,NA,"960543995079340032",NA,"<a href=\"http://twitter.com/#!/download/ipad\" rel=\"nofollow\">Twitter for iPad</a>","scotjenb",4,TRUE,FALSE,NA,NA
"939","Treat the right one. #Cold or #flu? #DontBeAFrank https://t.co/KRMN2tnNer #ViralVent #cough https://t.co/qtAXajFy5a",FALSE,0,NA,2018-02-05 16:01:35,FALSE,NA,"960543938493984771",NA,"<a href=\"http://www.hootsuite.com\" rel=\"nofollow\">Hootsuite</a>","DontBeAFrank",0,FALSE,FALSE,NA,NA
"940","#AI is helping the CDC turn the tide against #flu in two important ways https://t.co/JEEziq518A https://t.co/4V6vhkfCHI",FALSE,0,NA,2018-02-05 16:01:19,FALSE,NA,"960543871271759872",NA,"<a href=\"http://dynamicsignal.com/\" rel=\"nofollow\">Dynamic Signal</a>","Bad2boneFalcone",0,FALSE,FALSE,NA,NA
"941","How the #Flu Turns Deadly : https://t.co/YTHQQ0BSZz . #FluSeason",FALSE,3,NA,2018-02-05 16:01:18,FALSE,NA,"960543866951749632",NA,"<a href=\"http://www.hootsuite.com\" rel=\"nofollow\">Hootsuite</a>","AFHSBPAGE",4,FALSE,FALSE,NA,NA
"942","STOP flu-cold, up to 5€.
Food Supplements at Best Price !!
Buy now HERE ➡ https://t.co/RpUXhCU4Wl

#bestpharmacy… https://t.co/691LMKFdcf",FALSE,0,NA,2018-02-05 16:01:03,TRUE,NA,"960543802300796928",NA,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","BestPharmacyGr",0,FALSE,FALSE,NA,NA
"943","RT @RarePOV: .@statnews hosting FREE live chat on challenges of #flu &amp; feasibility of universal #vaccine on Wednesday, February 7th, at 1pm…",FALSE,0,NA,2018-02-05 16:00:56,FALSE,NA,"960543774702260224",NA,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","GarethMacdonald",1,TRUE,FALSE,NA,NA
"944","The #flu is so bad that many local hospitals are asking most sick people to avoid the emergency room and limiting v… https://t.co/sBgvvwUEzG",FALSE,3,NA,2018-02-05 16:00:30,TRUE,NA,"960543663645392897",NA,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","APIC",4,FALSE,FALSE,NA,NA
"945","RT @CDCDirector: We continue to recommend #flu vaccine. Even though most flu vaccines have low effectiveness against H3N2 viruses, effectiv…",FALSE,0,NA,2018-02-05 16:00:16,FALSE,NA,"960543604736438272",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","whitekaren11",138,TRUE,FALSE,NA,NA
"946","RT @CDCDirector: You can reduce your risk of getting the #flu through everyday good health habits. Please stay home if you are sick to help…",FALSE,0,NA,2018-02-05 16:00:12,FALSE,NA,"960543591855669248",NA,"<a href=\"http://twitter.com/#!/download/ipad\" rel=\"nofollow\">Twitter for iPad</a>","hama_am05",124,TRUE,FALSE,NA,NA
"947","RT @HealthNewsFL: Pensacola nurse's #flu video goes viral -- \"Wash your stinking hands,\" she says in frustration. https://t.co/x5tQeu26z4 h…",FALSE,0,NA,2018-02-05 16:00:09,FALSE,NA,"960543578681499648",NA,"<a href=\"https://about.twitter.com/products/tweetdeck\" rel=\"nofollow\">TweetDeck</a>","MaryShedden",4,TRUE,FALSE,NA,NA
"948",".@statnews hosting FREE live chat on challenges of #flu &amp; feasibility of universal #vaccine on Wednesday, February… https://t.co/ThKNBhP6gO",FALSE,1,NA,2018-02-05 15:59:42,TRUE,NA,"960543462499278850",NA,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","RarePOV",1,FALSE,FALSE,NA,NA
"949","RT @ASNKidney: Learn the differences between a #cold and #flu. 
#ASN_NTDS #TargetZeroInfections https://t.co/1U2CTlKPPm",FALSE,0,NA,2018-02-05 15:58:43,FALSE,NA,"960543214682890242",NA,"<a href=\"http://twitter.com/#!/download/ipad\" rel=\"nofollow\">Twitter for iPad</a>","Slowitdownckd",2,TRUE,FALSE,NA,NA
"950","RT @CDCDirector: You can reduce your risk of getting the #flu through everyday good health habits. Please stay home if you are sick to help…",FALSE,0,NA,2018-02-05 15:58:28,FALSE,NA,"960543155551686661",NA,"<a href=\"https://github.com/TwidereProject/Twidere-Android/\" rel=\"nofollow\">Twidere for Android #5</a>","gnujedi",124,TRUE,FALSE,NA,NA
"951","RT @CDCDirector: One of the biggest health threats we are facing right now is #flu. Flu is complex and difficult to predict.This season is…",FALSE,0,NA,2018-02-05 15:58:19,FALSE,NA,"960543117635092485",NA,"<a href=\"https://github.com/TwidereProject/Twidere-Android/\" rel=\"nofollow\">Twidere for Android #5</a>","gnujedi",732,TRUE,FALSE,NA,NA
"952","RT @CDCDirector: CDC’s latest data indicate that #flu activity is still high and widespread across most of the nation and increasing overal…",FALSE,0,NA,2018-02-05 15:58:11,FALSE,NA,"960543084282044416",NA,"<a href=\"https://github.com/TwidereProject/Twidere-Android/\" rel=\"nofollow\">Twidere for Android #5</a>","gnujedi",71,TRUE,FALSE,NA,NA
"953","RT @CDCDirector: We continue to recommend #flu vaccine. Even though most flu vaccines have low effectiveness against H3N2 viruses, effectiv…",FALSE,0,NA,2018-02-05 15:58:06,FALSE,NA,"960543062324908038",NA,"<a href=\"https://github.com/TwidereProject/Twidere-Android/\" rel=\"nofollow\">Twidere for Android #5</a>","gnujedi",138,TRUE,FALSE,NA,NA
"954","RT @CDCDirector: One of the biggest health threats we are facing right now is #flu. Flu is complex and difficult to predict.This season is…",FALSE,0,NA,2018-02-05 15:57:19,FALSE,NA,"960542862390816772",NA,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","ellsbells1201",732,TRUE,FALSE,NA,NA
"955","It's been a harsh #flu season, with #Texas appearing to be ground zero @DCEOHealth https://t.co/HA7tQBwI6N",FALSE,0,NA,2018-02-05 15:56:27,FALSE,NA,"960542647373807616",NA,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","TSystem",0,FALSE,FALSE,NA,NA
"956","RT @CDCDirector: We continue to recommend #flu vaccine. Even though most flu vaccines have low effectiveness against H3N2 viruses, effectiv…",FALSE,0,NA,2018-02-05 15:55:58,FALSE,NA,"960542526364143618",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","ruotsalainenem",138,TRUE,FALSE,NA,NA
"957","RT @CDCDirector: Antiviral medications can help reduce #flu symptoms and shorten how long you are sick. Those who are very sick or at high…",FALSE,0,NA,2018-02-05 15:55:52,FALSE,NA,"960542500799811584",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","ruotsalainenem",52,TRUE,FALSE,NA,NA
"958","RT @CDCgov: Is it a cold or #flu? Both are respiratory illnesses, but are caused by different viruses that may require special diagnostic t…",FALSE,0,NA,2018-02-05 15:54:21,FALSE,NA,"960542117784424448",NA,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","EBSCO_Health",1859,TRUE,FALSE,NA,NA
"959","RT @CDCgov: Is it a cold or #flu? Both are respiratory illnesses, but are caused by different viruses that may require special diagnostic t…",FALSE,0,NA,2018-02-05 15:53:03,FALSE,NA,"960541790112755717",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","lightwarrior_RN",1859,TRUE,FALSE,NA,NA
"960","RT @cbcwhitecoat: This year's #flu shot isn't as effective as hoped. So how close are we to something better? This researcher @McMasterU sa…",FALSE,0,NA,2018-02-05 15:52:19,FALSE,NA,"960541606943383552",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","TBDHealthUnit",5,TRUE,FALSE,NA,NA
"961","Don't be flu-clueless; listen to this nurse https://t.co/GId1eE2DUU #flu",FALSE,0,NA,2018-02-05 15:50:49,FALSE,NA,"960541227413368832",NA,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","EarleenDevine",0,FALSE,FALSE,NA,NA
"962","48 out of 50 states are experiencing widespread #flu activity. Some prevention tips: https://t.co/YJrP7XrTwv https://t.co/sPYGBiw0lO",FALSE,0,NA,2018-02-05 15:50:11,FALSE,NA,"960541067178323968",NA,"<a href=\"http://www.hootsuite.com\" rel=\"nofollow\">Hootsuite</a>","AlignmentHealth",2,FALSE,FALSE,NA,NA
"963","RT @CDCgov: Is it a cold or #flu? Both are respiratory illnesses, but are caused by different viruses that may require special diagnostic t…",FALSE,0,NA,2018-02-05 15:50:08,FALSE,NA,"960541055757291520",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","cris_salazar81",1859,TRUE,FALSE,NA,NA
"964","RT @CDCgov: Is it a cold or #flu? Both are respiratory illnesses, but are caused by different viruses that may require special diagnostic t…",FALSE,0,NA,2018-02-05 15:49:04,FALSE,NA,"960540787263098882",NA,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","womenshealth",1859,TRUE,FALSE,NA,NA
"965","Get #Flu information from your librarian https://t.co/xOvkIxeoIy #VCU",FALSE,0,NA,2018-02-05 15:49:00,FALSE,NA,"960540772364881925",NA,"<a href=\"https://about.twitter.com/products/tweetdeck\" rel=\"nofollow\">TweetDeck</a>","VCUTMLibrary",0,FALSE,FALSE,NA,NA
"966","RT @CDCDirector: One of the biggest health threats we are facing right now is #flu. Flu is complex and difficult to predict.This season is…",FALSE,0,NA,2018-02-05 15:48:14,FALSE,NA,"960540577208025089",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","gunguez",732,TRUE,FALSE,NA,NA
"967","RT @CDCDirector: One of the biggest health threats we are facing right now is #flu. Flu is complex and difficult to predict.This season is…",FALSE,0,NA,2018-02-05 15:48:08,FALSE,NA,"960540554194046982",NA,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","swarthurs",732,TRUE,FALSE,NA,NA
"968","RT @FranklinCoJFS: Know the difference between the #flu and a cold? Check out the chart below to learn more. Visit @FC_PublicHealth for add…",FALSE,0,NA,2018-02-05 15:47:54,FALSE,NA,"960540494517456896",NA,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","FCClerkofCourts",2,TRUE,FALSE,NA,NA
"969","RT @CDCDirector: You can reduce your risk of getting the #flu through everyday good health habits. Please stay home if you are sick to help…",FALSE,0,NA,2018-02-05 15:47:52,FALSE,NA,"960540488083427333",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","cris_salazar81",124,TRUE,FALSE,NA,NA
"970","RT @CDCDirector: CDC’s latest data indicate that #flu activity is still high and widespread across most of the nation and increasing overal…",FALSE,0,NA,2018-02-05 15:47:27,FALSE,NA,"960540380524621824",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","ShowMe_Logic",71,TRUE,FALSE,NA,NA
"971","RT @CDCDirector: One of the biggest health threats we are facing right now is #flu. Flu is complex and difficult to predict.This season is…",FALSE,0,NA,2018-02-05 15:47:20,FALSE,NA,"960540350782750721",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","PharmacistsRx",732,TRUE,FALSE,NA,NA
"972","RT @CDCDirector: We continue to recommend #flu vaccine. Even though most flu vaccines have low effectiveness against H3N2 viruses, effectiv…",FALSE,0,NA,2018-02-05 15:47:17,FALSE,NA,"960540340271726592",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","Lorienen",138,TRUE,FALSE,NA,NA
"973","RT @CDCDirector: We continue to recommend #flu vaccine. Even though most flu vaccines have low effectiveness against H3N2 viruses, effectiv…",FALSE,0,NA,2018-02-05 15:47:08,FALSE,NA,"960540301151662081",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","ShowMe_Logic",138,TRUE,FALSE,NA,NA
"974","RT @FranklinCoJFS: Know the difference between the #flu and a cold? Check out the chart below to learn more. Visit @FC_PublicHealth for add…",FALSE,0,NA,2018-02-05 15:46:26,FALSE,NA,"960540124776935424",NA,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","OSUEFranklin",2,TRUE,FALSE,NA,NA
"975","RT @PAHealthDept: The signs and symptoms of the #flu can be pretty severe. If you suspect that you have the flu, @PhysGenLevine recommends…",FALSE,0,NA,2018-02-05 15:46:09,FALSE,NA,"960540054388203520",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","CharlyLee_PSU72",4,TRUE,FALSE,NA,NA
"976","������How do we tackle the #flu bug in our house? With WUBBA WATER, rest, lots of books, and extra… https://t.co/HOE4YL27yH",FALSE,0,NA,2018-02-05 15:46:08,FALSE,NA,"960540049937870848",NA,"<a href=\"http://instagram.com\" rel=\"nofollow\">Instagram</a>","pegthehonestmom",0,FALSE,FALSE,"-85.6557","42.9613"
"977","RT @CDCDirector: We continue to recommend #flu vaccine. Even though most flu vaccines have low effectiveness against H3N2 viruses, effectiv…",FALSE,0,NA,2018-02-05 15:45:17,FALSE,NA,"960539834656940032",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","Dr_Satchmo",138,TRUE,FALSE,NA,NA
"978","RT @CDCDirector: You can reduce your risk of getting the #flu through everyday good health habits. Please stay home if you are sick to help…",FALSE,0,NA,2018-02-05 15:44:53,FALSE,NA,"960539736442941441",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","sidiniiii",124,TRUE,FALSE,NA,NA
"979","RT @CDCDirector: We continue to recommend #flu vaccine. Even though most flu vaccines have low effectiveness against H3N2 viruses, effectiv…",FALSE,0,NA,2018-02-05 15:44:52,FALSE,NA,"960539730726281219",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","leomeprazole",138,TRUE,FALSE,NA,NA
"980","RT @CDCDirector: Antiviral medications can help reduce #flu symptoms and shorten how long you are sick. Those who are very sick or at high…",FALSE,0,NA,2018-02-05 15:44:49,FALSE,NA,"960539718898221056",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","sidiniiii",52,TRUE,FALSE,NA,NA
"981","RT @CDCDirector: We continue to recommend #flu vaccine. Even though most flu vaccines have low effectiveness against H3N2 viruses, effectiv…",FALSE,0,NA,2018-02-05 15:44:43,FALSE,NA,"960539693564620801",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","sidiniiii",138,TRUE,FALSE,NA,NA
"982","RT @CDCDirector: CDC’s latest data indicate that #flu activity is still high and widespread across most of the nation and increasing overal…",FALSE,0,NA,2018-02-05 15:44:40,FALSE,NA,"960539680734306304",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","sidiniiii",71,TRUE,FALSE,NA,NA
"983","#AmyKnowles: Straight from the heart — get your #flu shot today https://t.co/W8MfjRVYD4 #CobbCounty",FALSE,0,NA,2018-02-05 15:44:14,FALSE,NA,"960539571305025537",NA,"<a href=\"http://www.hootsuite.com\" rel=\"nofollow\">Hootsuite</a>","mdjonline",0,FALSE,FALSE,NA,NA
"984","RT @CDCDirector: One of the biggest health threats we are facing right now is #flu. Flu is complex and difficult to predict.This season is…",FALSE,0,NA,2018-02-05 15:43:58,FALSE,NA,"960539506330935297",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","sidiniiii",732,TRUE,FALSE,NA,NA
"985","RT @CDCDirector: You can reduce your risk of getting the #flu through everyday good health habits. Please stay home if you are sick to help…",FALSE,0,NA,2018-02-05 15:43:16,FALSE,NA,"960539328995889153",NA,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","CDC_NCEZID",124,TRUE,FALSE,NA,NA
"986","RT @CDCDirector: One of the biggest health threats we are facing right now is #flu. Flu is complex and difficult to predict.This season is…",FALSE,0,NA,2018-02-05 15:43:11,FALSE,NA,"960539308720521216",NA,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","CDC_NCEZID",732,TRUE,FALSE,NA,NA
"987","Sleep some and decide if I wanna go to work later... #flu",FALSE,0,NA,2018-02-05 15:43:11,FALSE,NA,"960539308145987589",NA,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","_s75w",0,FALSE,FALSE,NA,NA
"988","#OrlandoHealth uses a #Flu-fighting robot to ensure hospital rooms are disinfected. Learn more: https://t.co/x4bzvs7SsK.",FALSE,6,NA,2018-02-05 15:43:08,FALSE,NA,"960539296448081921",NA,"<a href=\"https://about.twitter.com/products/tweetdeck\" rel=\"nofollow\">TweetDeck</a>","orlandohealth",1,FALSE,FALSE,NA,NA
"989","RT @CDCDirector: We continue to recommend #flu vaccine. Even though most flu vaccines have low effectiveness against H3N2 viruses, effectiv…",FALSE,0,NA,2018-02-05 15:43:01,FALSE,NA,"960539265233977344",NA,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","CDC_NCEZID",138,TRUE,FALSE,NA,NA
"990","RT @CDCDirector: CDC’s latest data indicate that #flu activity is still high and widespread across most of the nation and increasing overal…",FALSE,0,NA,2018-02-05 15:42:34,FALSE,NA,"960539153342586880",NA,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","milkie26",71,TRUE,FALSE,NA,NA
"991","RT @NCPublicHealth: Did you know there are drugs doctosr may prescribe for treating the #flu? Antivirals can make you better faster &amp; may a…",FALSE,0,NA,2018-02-05 15:42:31,FALSE,NA,"960539139539120128",NA,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","NCdotGov",2,TRUE,FALSE,NA,NA
"992","RT @CDCDirector: One of the biggest health threats we are facing right now is #flu. Flu is complex and difficult to predict.This season is…",FALSE,0,NA,2018-02-05 15:42:19,FALSE,NA,"960539089224261632",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","sapplejello",732,TRUE,FALSE,NA,NA
"993","There are weeks of #flu activity left this season so a #flushot can still offer protection. While influenza A(H3N2)… https://t.co/TBtmMM8y6z",FALSE,0,NA,2018-02-05 15:42:10,TRUE,NA,"960539053266366465",NA,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","IDHW",0,FALSE,FALSE,NA,NA
"994","RT @NIAGo4Life: Understanding the difference between the cold and the #flu will help you know when to call the doctor, who might want to gi…",FALSE,0,NA,2018-02-05 15:42:07,FALSE,NA,"960539039215517696",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","AcrossTheLand",2,TRUE,FALSE,NA,NA
"995","RT @PAHealthDept: Do you know what to do if you get sick with the #flu? Follow these steps from @CDCFlu: 
☑️ see your doctor if very ill or…",FALSE,0,NA,2018-02-05 15:41:57,FALSE,NA,"960538998589534208",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","CharlyLee_PSU72",7,TRUE,FALSE,NA,NA
"996","Understanding the difference between the cold and the #flu will help you know when to call the doctor, who might wa… https://t.co/oGfJqpjVw8",FALSE,5,NA,2018-02-05 15:41:41,TRUE,NA,"960538931807780864",NA,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","NIAGo4Life",2,FALSE,FALSE,NA,NA
"997","Greater #KansasCity #Health Officials Offer Home Care Tips for the #Flu - Kansas City infoZine https://t.co/tbK4FsjKUl",FALSE,0,NA,2018-02-05 15:41:16,FALSE,NA,"960538823523491841",NA,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","infoZine",0,FALSE,FALSE,NA,NA
"998","RT @CDCDirector: You can reduce your risk of getting the #flu through everyday good health habits. Please stay home if you are sick to help…",FALSE,0,NA,2018-02-05 15:40:55,FALSE,NA,"960538737661890561",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","OliviakUmana",124,TRUE,FALSE,NA,NA
"999","RT @NVEmergencyMgmt: #Flu is widespread across the U.S. While a #FluShot is still the best way to prevent flu, antiviral drugs are the best…",FALSE,0,NA,2018-02-05 15:40:55,FALSE,NA,"960538735430402049",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","DouglasSheriff",3,TRUE,FALSE,NA,NA
"1000","DYK? #Flu season can last into early spring. Not too late to get a flu shot – search here: https://t.co/jbms6tYhcu https://t.co/JYchDIyy4R",FALSE,0,NA,2018-02-05 15:40:13,FALSE,NA,"960538560972632066",NA,"<a href=\"http://www.hootsuite.com\" rel=\"nofollow\">Hootsuite</a>","MassDPH",2,FALSE,FALSE,NA,NA
"1001","Pensacola nurse's #flu video goes viral -- \"Wash your stinking hands,\" she says in frustration.… https://t.co/6jUf251vG3",FALSE,0,NA,2018-02-05 15:40:00,TRUE,NA,"960538506924908544",NA,"<a href=\"https://about.twitter.com/products/tweetdeck\" rel=\"nofollow\">TweetDeck</a>","Steph_Colombini",0,FALSE,FALSE,NA,NA
